rsi_long,rsi_short,allow_slope_or,atr_mult_stop,zone_pad_frac,zz_atr_mult,ext_pref,days,n,netR,pf,maxDD,win%
48,52,False,0.2,0.015,1.7,"('127', '161')",5,11,1.7047595863894263,1.5682531954631422,-1.2576772616668923,72.72727272727273
48,52,False,0.2,0.018,1.7,"('127', '161')",5,11,1.7047595863894263,1.5682531954631422,-1.2576772616668923,72.72727272727273
48,52,False,0.25,0.012,1.9,"('127', '161')",5,11,1.4275785295483137,1.4646816131353588,-1.0171651998951639,63.63636363636363
48,52,False,0.25,0.015,1.9,"('127', '161')",5,11,1.4275785295483137,1.4646816131353588,-1.0171651998951639,63.63636363636363
48,52,False,0.25,0.018,1.9,"('127', '161')",5,11,1.4275785295483137,1.4646816131353588,-1.0171651998951639,63.63636363636363
48,52,False,0.3,0.012,1.9,"('127', '161')",5,11,1.3982654482736532,1.455271093417586,-1.0262381434260428,63.63636363636363
48,52,False,0.3,0.015,1.9,"('127', '161')",5,11,1.3982654482736532,1.455271093417586,-1.0262381434260428,63.63636363636363
48,52,False,0.3,0.018,1.9,"('127', '161')",5,11,1.3982654482736532,1.455271093417586,-1.0262381434260428,63.63636363636363
52,52,False,0.2,0.012,1.9,"('127', '161')",5,9,1.3743071038178305,1.6629329747219341,-1.0730709682894877,66.66666666666666
52,52,False,0.2,0.015,1.9,"('127', '161')",5,9,1.3743071038178305,1.6629329747219341,-1.0730709682894877,66.66666666666666
52,52,False,0.2,0.018,1.9,"('127', '161')",5,9,1.3743071038178305,1.6629329747219341,-1.0730709682894877,66.66666666666666
52,52,False,0.25,0.012,1.9,"('127', '161')",5,9,1.3543207167082474,1.653577682735797,-1.0721648741726082,66.66666666666666
52,52,False,0.25,0.015,1.9,"('127', '161')",5,9,1.3543207167082474,1.653577682735797,-1.0721648741726082,66.66666666666666
52,52,False,0.25,0.018,1.9,"('127', '161')",5,9,1.3543207167082474,1.653577682735797,-1.0721648741726082,66.66666666666666
52,52,False,0.3,0.012,1.9,"('127', '161')",5,9,1.3348111512361962,1.6444375082415479,-1.0712809763020228,66.66666666666666
52,52,False,0.3,0.015,1.9,"('127', '161')",5,9,1.3348111512361962,1.6444375082415479,-1.0712809763020228,66.66666666666666
52,52,False,0.3,0.018,1.9,"('127', '161')",5,9,1.3348111512361962,1.6444375082415479,-1.0712809763020228,66.66666666666666
48,52,False,0.2,0.012,1.9,"('127', '161')",5,11,1.2079777685639883,1.3930848916373595,-1.2576772616668923,63.63636363636363
48,52,False,0.2,0.015,1.9,"('127', '161')",5,11,1.2079777685639883,1.3930848916373595,-1.2576772616668923,63.63636363636363
48,52,False,0.2,0.018,1.9,"('127', '161')",5,11,1.2079777685639883,1.3930848916373595,-1.2576772616668923,63.63636363636363
